userId,movieId,rating,timestamp,title,genres
1.0,1,4.0,964982703.0,,
1.0,3,4.0,964981247.0,,
1.0,6,4.0,964982224.0,,
1.0,47,5.0,964983815.0,,
1.0,50,5.0,964982931.0,,
1.0,70,3.0,964982400.0,,
1.0,101,5.0,964980868.0,,
1.0,110,4.0,964982176.0,,
1.0,151,5.0,964984041.0,,
1.0,157,5.0,964984100.0,,
1.0,163,5.0,964983650.0,,
1.0,216,5.0,964981208.0,,
1.0,223,3.0,964980985.0,,
1.0,231,5.0,964981179.0,,
1.0,235,4.0,964980908.0,,
1.0,260,5.0,964981680.0,,
1.0,296,3.0,964982967.0,,
1.0,316,3.0,964982310.0,,
1.0,333,5.0,964981179.0,,
1.0,349,4.0,964982563.0,,
1.0,356,4.0,964980962.0,,
1.0,362,5.0,964982588.0,,
1.0,367,4.0,964981710.0,,
1.0,423,3.0,964982363.0,,
1.0,441,4.0,964980868.0,,
1.0,457,5.0,964981909.0,,
1.0,480,4.0,964982346.0,,
1.0,500,3.0,964981208.0,,
1.0,527,5.0,964984002.0,,
1.0,543,4.0,964981179.0,,
1.0,552,4.0,964982653.0,,
1.0,553,5.0,964984153.0,,
1.0,590,4.0,964982546.0,,
1.0,592,4.0,964982271.0,,
1.0,593,4.0,964983793.0,,
1.0,596,5.0,964982838.0,,
1.0,608,5.0,964982931.0,,
1.0,648,3.0,964982563.0,,
1.0,661,5.0,964982838.0,,
1.0,673,3.0,964981775.0,,
1.0,733,4.0,964982400.0,,
1.0,736,3.0,964982653.0,,
1.0,780,3.0,964984086.0,,
1.0,804,4.0,964980499.0,,
1.0,919,5.0,964982475.0,,
1.0,923,5.0,964981529.0,,
1.0,940,5.0,964982176.0,,
1.0,943,4.0,964983614.0,,
1.0,954,5.0,964983219.0,,
1.0,1009,3.0,964981775.0,,
1.0,1023,5.0,964982681.0,,
1.0,1024,5.0,964982876.0,,
1.0,1025,5.0,964982791.0,,
1.0,1029,5.0,964982855.0,,
1.0,1030,3.0,964982903.0,,
1.0,1031,5.0,964982653.0,,
1.0,1032,5.0,964982791.0,,
1.0,1042,4.0,964981179.0,,
1.0,1049,5.0,964982400.0,,
1.0,1060,4.0,964980924.0,,
1.0,1073,5.0,964981680.0,,
1.0,1080,5.0,964981327.0,,
1.0,1089,5.0,964982951.0,,
1.0,1090,4.0,964984018.0,,
1.0,1092,5.0,964983484.0,,
1.0,1097,5.0,964981680.0,,
1.0,1127,4.0,964982513.0,,
1.0,1136,5.0,964981327.0,,
1.0,1196,5.0,964981827.0,,
1.0,1197,5.0,964981872.0,,
1.0,1198,5.0,964981827.0,,
1.0,1206,5.0,964983737.0,,
1.0,1208,4.0,964983250.0,,
1.0,1210,5.0,964980499.0,,
1.0,1213,5.0,964982951.0,,
1.0,1214,4.0,964981855.0,,
1.0,1219,2.0,964983393.0,,
1.0,1220,5.0,964981909.0,,
1.0,1222,5.0,964981909.0,,
1.0,1224,5.0,964984018.0,,
1.0,1226,5.0,964983618.0,,
1.0,1240,5.0,964983723.0,,
1.0,1256,5.0,964981442.0,,
1.0,1258,3.0,964983414.0,,
1.0,1265,4.0,964983599.0,,
1.0,1270,5.0,964983705.0,,
1.0,1275,5.0,964982290.0,,
1.0,1278,5.0,964983414.0,,
1.0,1282,5.0,964982703.0,,
1.0,1291,5.0,964981909.0,,
1.0,1298,5.0,964984086.0,,
1.0,1348,4.0,964983393.0,,
1.0,1377,3.0,964982653.0,,
1.0,1396,3.0,964983017.0,,
1.0,1408,3.0,964982310.0,,
1.0,1445,3.0,964984112.0,,
1.0,1473,4.0,964980875.0,,
1.0,1500,4.0,964980985.0,,
1.0,1517,5.0,964981107.0,,
1.0,1552,4.0,964982620.0,,
1.0,1573,5.0,964982290.0,,
1.0,1580,3.0,964981125.0,,
1.0,1587,5.0,964982346.0,,
1.0,1617,5.0,964982951.0,,
1.0,1620,4.0,964983056.0,,
1.0,1625,5.0,964983504.0,,
1.0,1644,3.0,964983536.0,,
1.0,1676,3.0,964982620.0,,
1.0,1732,5.0,964981125.0,,
1.0,1777,4.0,964981230.0,,
1.0,1793,4.0,964981404.0,,
1.0,1804,5.0,964983034.0,,
1.0,1805,4.0,964983056.0,,
1.0,1920,4.0,964981780.0,,
1.0,1927,5.0,964981497.0,,
1.0,1954,5.0,964982176.0,,
1.0,1967,4.0,964981710.0,,
1.0,2000,4.0,964982211.0,,
1.0,2005,5.0,964981710.0,,
1.0,2012,4.0,964984176.0,,
1.0,2018,5.0,964980523.0,,
1.0,2028,4.0,964981888.0,,
1.0,2033,5.0,964982903.0,,
1.0,2046,4.0,964982563.0,,
1.0,2048,5.0,964982791.0,,
1.0,2054,4.0,964981747.0,,
1.0,2058,5.0,964982400.0,,
1.0,2078,5.0,964982838.0,,
1.0,2090,5.0,964982838.0,,
1.0,2093,3.0,964981710.0,,
1.0,2094,5.0,964982653.0,,
1.0,2096,4.0,964982838.0,,
1.0,2099,4.0,964982588.0,,
1.0,2105,4.0,964981725.0,,
1.0,2115,5.0,964982529.0,,
1.0,2116,5.0,964982876.0,,
1.0,2137,5.0,964982791.0,,
1.0,2139,5.0,964982791.0,,
1.0,2141,5.0,964982838.0,,
1.0,2143,4.0,964981725.0,,
1.0,2161,5.0,964981710.0,,
1.0,2174,4.0,964981680.0,,
1.0,2193,4.0,964981710.0,,
1.0,2253,2.0,964981775.0,,
1.0,2268,4.0,964982989.0,,
1.0,2273,4.0,964982310.0,,
1.0,2291,5.0,964983664.0,,
1.0,2329,5.0,964983263.0,,
1.0,2338,2.0,964983546.0,,
1.0,2353,5.0,964983861.0,,
1.0,2366,4.0,964982462.0,,
1.0,2387,5.0,964983123.0,,
1.0,2389,2.0,964983094.0,,
1.0,2395,5.0,964981093.0,,
1.0,2406,4.0,964982310.0,,
1.0,2414,3.0,964982513.0,,
1.0,2427,5.0,964982242.0,,
1.0,2450,4.0,964982620.0,,
1.0,2459,5.0,964983414.0,,
1.0,2470,5.0,964982588.0,,
1.0,2478,4.0,964984169.0,,
1.0,2492,4.0,965719662.0,,
1.0,2502,5.0,964981278.0,,
1.0,2528,3.0,964982328.0,,
1.0,2529,5.0,964982242.0,,
1.0,2542,5.0,964981265.0,,
1.0,2571,5.0,964981888.0,,
1.0,2580,5.0,964983000.0,,
1.0,2596,5.0,964981144.0,,
1.0,2616,4.0,964983080.0,,
1.0,2617,2.0,964982588.0,,
1.0,2628,4.0,964980523.0,,
1.0,2640,4.0,964982377.0,,
1.0,2641,5.0,964982620.0,,
1.0,2644,4.0,964983393.0,,
1.0,2648,4.0,964983414.0,,
1.0,2654,5.0,964983393.0,,
1.0,2657,3.0,964983426.0,,
1.0,2692,5.0,964981855.0,,
1.0,2700,5.0,964980985.0,,
1.0,2716,5.0,964983414.0,,
1.0,2761,5.0,964982703.0,,
1.0,2797,4.0,964981710.0,,
1.0,2826,4.0,964980523.0,,
1.0,2858,5.0,964980868.0,,
1.0,2872,5.0,964981680.0,,
1.0,2899,5.0,964982703.0,,
1.0,2916,4.0,964982290.0,,
1.0,2944,5.0,964981872.0,,
1.0,2947,5.0,964982176.0,,
1.0,2948,5.0,964982191.0,,
1.0,2949,5.0,964981888.0,,
1.0,2959,5.0,964983282.0,,
1.0,2985,4.0,964983034.0,,
1.0,2987,5.0,964982495.0,,
1.0,2991,5.0,964982271.0,,
1.0,2993,5.0,964982242.0,,
1.0,2997,4.0,964980896.0,,
1.0,3033,5.0,964983762.0,,
1.0,3034,5.0,964982791.0,,
1.0,3052,5.0,964981208.0,,
1.0,3053,5.0,964984086.0,,
1.0,3062,4.0,964981872.0,,
1.0,3147,5.0,964983873.0,,
1.0,3168,4.0,964982495.0,,
1.0,3176,1.0,964983504.0,,
1.0,3243,3.0,964981093.0,,
1.0,3247,3.0,964983108.0,,
1.0,3253,5.0,964981107.0,,
1.0,3273,5.0,964983536.0,,
1.0,3386,5.0,964983484.0,,
1.0,3439,4.0,964981799.0,,
1.0,3440,4.0,964981799.0,,
1.0,3441,5.0,964982328.0,,
1.0,3448,5.0,964984054.0,,
1.0,3450,5.0,964981144.0,,
1.0,3479,4.0,964981725.0,,
1.0,3489,4.0,964981775.0,,
1.0,3527,4.0,964982271.0,,
1.0,3578,5.0,964980668.0,,
1.0,3617,4.0,964980683.0,,
1.0,3639,4.0,964982271.0,,
1.0,3671,5.0,964981589.0,,
1.0,3702,5.0,964983737.0,,
1.0,3703,5.0,964981909.0,,
1.0,3729,5.0,964982363.0,,
1.0,3740,4.0,964982417.0,,
1.0,3744,4.0,964980694.0,,
1.0,3793,5.0,964981855.0,,
1.0,3809,4.0,964981220.0,,
1.0,4006,4.0,964982903.0,,
1.0,5060,5.0,964984002.0,,
2.0,318,3.0,1445714835.0,,
2.0,333,4.0,1445715029.0,,
2.0,1704,4.5,1445715228.0,,
2.0,3578,4.0,1445714885.0,,
2.0,6874,4.0,1445714952.0,,
2.0,8798,3.5,1445714960.0,,
2.0,46970,4.0,1445715013.0,,
2.0,48516,4.0,1445715064.0,,
2.0,58559,4.5,1445715141.0,,
2.0,60756,5.0,1445714980.0,,
2.0,68157,4.5,1445715154.0,,
2.0,71535,3.0,1445714974.0,,
2.0,74458,4.0,1445714926.0,,
2.0,77455,3.0,1445714941.0,,
2.0,79132,4.0,1445714841.0,,
2.0,80489,4.5,1445715340.0,,
2.0,80906,5.0,1445715172.0,,
2.0,86345,4.0,1445715166.0,,
2.0,89774,5.0,1445715189.0,,
2.0,91529,3.5,1445714891.0,,
2.0,91658,2.5,1445714938.0,,
2.0,99114,3.5,1445714874.0,,
2.0,106782,5.0,1445714966.0,,
2.0,109487,3.0,1445715145.0,,
2.0,112552,4.0,1445714882.0,,
2.0,114060,2.0,1445715276.0,,
2.0,115713,3.5,1445714854.0,,
